Name,Dirct1,Prodc1,Distributor,Cinematographer1,Actor1,Actor2,Actor3,Actor4,Actor5,Genre,us.year,us.quarter,domestic_bo,budget_nielsen,budget_numbers,director_imm,director_continent,director_country,director_gender,director_race,international_bo,topstar,Release_year,cluster_tfidf_first,cluster_tfidf_second,cluster_lda_major_first,cluster_lda_major_second,cluster_lda_major_second_finer
Dangerous Minds,John N Smith,Don Simpson,Walt Disney,Pierre Letarte,Michelle Pfeiffer,George Dzundza,Courtney B. Vance,Robin Bartlett,Beatrice Winde,Adaptation,1995,,84916677.0,31000000.0,,,,,,,94000000.0,1,1995,1,15,6,18,2
Dead Man Walking,Tim Robbins,Tim Robbins,Gramercy,Roger Deakins,Susan Sarandon,Sean Penn,Robert Prosky,Raymond J. Barry,R. Lee Ermey,Adaptation,1995,,37106668.0,21000000.0,11000000.0,Native-born,North America (US),US,,,43701011.0,1,1995,4,11,11,18,2
Dead Presidents,Albert Hughes,Albert Hughes,Walt Disney,Lisa Rinzler,Larenz Tate,Keith David,Chris Tucker,Freddy Rodriguez,Rose Jackson,Crime,1995,,24104295.0,38000000.0,,Native-born,North America (US),US,Male,Black or African American,,1,1995,20,2,16,18,2
Deadly Outbreak,Rick Avery,Bill Barnett,Astral Films,Avi Koren,Ron Silver,Jeff Speakman,Rochelle Swanson,Michael Parlato,Jack Adelist,Action,1996,,,,,Native-born,North America (US),US,,,,0,1996,6,20,11,18,2
Demolition High,Jim Wynorski,Angela Baynes,,Zoran Hochstatter,Corey Haim,Alan Thicke,Jeff Kober,Dick Van Patten,Melissa Brasselle,Action,1996,,,,,Native-born,North America (US),US,Male,Caucasian,,0,1996,9,7,11,14,2
Desperado,Robert Rodriguez,Robert Rodriguez,Sony Pictures,Guillermo Navarro,Antonio Banderas,Salma Hayek,Joaquim De Almeida,Cheech Marin,Steve Buscemi,Action,1995,,24916076.0,1000000.0,7000000.0,Native-born,North America (US),US,Male,Latinx/Hispanic,,1,1995,6,20,0,8,21
Dolores Claiborne,Taylor Hackford,Taylor Hackford,Sony Pictures,Gabriel Beristain,Kathy Bates,Jennifer Jason Leigh,Judy Parfitt,Christopher Plummer,David Strathairn,Adaptation,1995,,22807353.0,18500000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1995,5,6,17,18,2
Dracula: Dead and Loving It,Mel Brooks,Mel Brooks,Castle Rock Entertainment,Michael O'Shea,Leslie Nielsen,Peter MacNicol,Steven Weber,Amy Yasbeck,Lysette Anthony,Comedy,1995,,9947282.0,30000000.0,,,,,,,,1,1995,2,13,11,18,2
Empire Records,Allan Moyle,Arnon Milchan,Warner Bros.,Walt Lloyd,Anthony LaPaglia,Rory Cochrane,Johnny Whitworth,Liv Tyler,Renée Zellweger,Comedy,1995,,,12000000.0,,,,,,,,1,1995,13,18,10,18,2
Fair Game,Andrew Sipes,Joel Silver,Warner Bros.,Richard Bowen,William Baldwin,Cindy Crawford,Steven Berkoff,Christopher McDonald,Miguel Sandoval,Action,1995,,11156050.0,45000000.0,,,,,,,,0,1995,6,20,21,18,21
Fair Game,Andrew Sipes,Joel Silver,Warner Bros.,Richard Bowen,William Baldwin,Cindy Crawford,Steven Berkoff,Christopher McDonald,Miguel Sandoval,Action,1995,,11156050.0,45000000.0,,,,,,,,0,2010,18,10,21,18,18
Fair Game,Doug Liman,Akiva Goldsman,Summit Entertainment,Doug Liman,Naomi Watts,Sean Penn,Noah Emmerich,Liraz Charhi,Nicholas Sadler,Drama,2010,4.0,9528092.0,22000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1995,6,20,21,18,21
Fair Game,Doug Liman,Akiva Goldsman,Summit Entertainment,Doug Liman,Naomi Watts,Sean Penn,Noah Emmerich,Liraz Charhi,Nicholas Sadler,Drama,2010,4.0,9528092.0,22000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,2010,18,10,21,18,18
Fall Time,Paul W. Warner,Edward Bates,,Mark J Gordon,Mickey Rourke,Stephen Baldwin,Sammy Kershaw,Jason London,David Arquette,Crime,1995,,,4000000.0,,,,,,,,1,1995,7,21,11,5,15
Father of the Bride Part II,Charles Shyer,Nancy Meyers,Walt Disney,William A Fraker,Steve Martin,Diane Keaton,Martin Short,Kimberly Williams-Paisley,George Newbern,Comedy,1995,,76592999.0,30000000.0,,Native-born,North America (US),US,,,,1,1995,18,10,6,18,2
Fever Lake,Ralph Portillo,Ralph Portillo,,,Corey Haim,Mario Lopez,Josselyn,Bo Hopkins,Lauren Parker,Horror,1996,,,,,,,,,,,0,1996,9,7,22,13,2
First Knight,Jerry Zucker,Hunt Lowry,Sony Pictures,Adam Greenberg,Sean Connery,Richard Gere,Julia Ormond,Ben Cross,Liam Cunningham,Adventure,1995,,36653938.0,55000000.0,75000000.0,Native-born,North America (US),US,,,90000000.0,1,1995,21,5,20,18,2
Fluke,Carlo Carlei,Paul Maslansky,MGM,Raffaele Mertes,Matthew Modine,Nancy Travis,Eric Stoltz,Max Pomeranc,Ron Perlman,Adaptation,1995,,3271009.0,14900000.0,,Foreign-born,,Italian,,,,0,1995,3,16,6,18,12
Forget Paris,Billy Crystal,Billy Crystal,Sony Pictures,Don Burgess,Billy Crystal,Debra Winger,Joe Mantegna,Cynthia Stevenson,Richard Masur,Romantic Comedy,1995,,32003366.0,29000000.0,,,,,,,,1,1995,10,17,21,18,2
Four Rooms,Allison Anders,Lawrence Bender,Alliance Films,Rodrigo Garcia,Tim Roth,Antonio Banderas,Jennifer Beals,Paul Calderon,Sammi Davis,Other,1995,,4053376.0,12000000.0,,,,,,,,1,1995,7,17,16,18,2
Free Willy 2: The Adventure Home,Dwight Little,Lauren Shuler Donner,Warner Bros.,Laszlo Kovacs,Jason James Richter,Francis Capra,Mary Kate Schellhardt,August Schellenberg,Michael Madsen,Adventure,1995,,28032506.0,39000000.0,,Native-born,North America (US),US,Male,,,0,1995,15,9,13,18,18
French Kiss,Lawrence Kasdan,Tim Bevan,20th Century Fox,Owen Roizman,Meg Ryan,Kevin Kline,Timothy Hutton,Jean Reno,François Cluzet,Comedy,1995,,36428000.0,45000000.0,,Native-born,North America (US),US,,,59530132.0,1,1995,19,17,7,8,18
Friday,F. Gary Gray,Patricia Charbonnet,New Line Cinema,Gerry Lively,Ice Cube,Chris Tucker,Nia Long,"Tommy ""Tiny"" Lister Jr.",John Witherspoon,Comedy,1995,,27409510.0,2800000.0,,Native-born,North America (US),US,Male,Black or African American,,1,1995,13,18,17,18,2
Get Shorty,Barry Sonnenfeld,Michael Shamberg,MGM,Don Peterman,John Travolta,Gene Hackman,Rene Russo,Danny DeVito,Dennis Farina,Action,1995,,68798612.0,33400000.0,30250000.0,Native-born,North America (US),US,Male,Caucasian,43000000.0,1,1995,13,18,4,14,2
Gold Diggers: The Secret of Bear Mountain,Kevin James Dobson,Martin Bregman,Universal,Ross Berryman,Christina Ricci,Anna Chlumsky,Polly Draper,Brian Kerwin,Diana Scarwid,Adventure,1995,,5673570.0,24000000.0,,Foreign-born,,,,,,1,1995,18,3,18,18,2
Grumpier Old Men,Howard Deutch,John Davis,Warner Bros.,Tak Fujimoto,Walter Matthau,Jack Lemmon,Ann-Margret,Sophia Loren,Burgess Meredith,Comedy,1995,,70473757.0,32000000.0,,Native-born,North America (US),US,,,,1,1995,4,3,5,18,2
Gumby: The Movie,Art Clokey,Art Clokey,Arrow Releasing,,,,,,,Adventure,1995,,,,,,,,,,,0,1995,7,21,11,12,23
Hackers,Iain Softley,Michael Peyser,MGM,Andrzej Sekula,Jonny Lee Miller,Angelina Jolie,Jesse Bradford,Matthew Lillard,Laurence Mason,Other,1995,,6911466.0,17400000.0,,Foreign-born,Europe,United Kingdom,Male,Caucasian,,1,1995,1,15,16,6,30
Halloween: The Curse of Michael Myers,Joe Chappelle,Paul Freeman,Miramax,Billy Dickson,,,,,,Horror,1995,,14688848.0,7000000.0,5000000.0,Foreign-born,Europe,United Kingdom,Male,Caucasian,,0,1995,18,3,11,18,32
Heat,Michael Mann,Art Linson,Warner Bros.,Dante Spinotti,Al Pacino,Robert De Niro,Val Kilmer,Jon Voight,Tom Sizemore,Action,1995,,66229257.0,50000000.0,,Native-born,North America (US),US,Male,Caucasian,119998952.0,1,1995,20,2,16,18,2
Heavyweights,Steven Brill,Joe Roth,Walt Disney,Victor Hammer,Tom McGowan,Aaron Schwartz,Shaun Weiss,Tom Hodges,Leah Lail,Comedy,1995,,17682368.0,24500000.0,,Native-born,North America (US),US,Male,,,0,1995,10,17,6,18,2
Hideaway,Brett Leonard,Jerry Baerwitz,TriStar Pictures,Gale Tattersall,,,,,,Adaptation,1995,,11677123.0,20000000.0,,,,,,,,0,1995,5,6,6,18,37
Higher Learning,John Singleton,John Singleton,Sony Pictures,Peter Collister),Omar Epps,Kristy Swanson,Michael Rapaport,Jennifer Connelly,Ice Cube,Drama,1995,,36809424.0,26400000.0,,Native-born,North America (US),US,,,,1,1995,10,17,8,18,2
Home for the Holidays,Jodie Foster,Jodie Foster,Paramount Pictures,Lajos Koltai,Holly Hunter,Robert Downey Jr.,Anne Bancroft,Charles Durning,Dylan McDermott,Comedy,1995,,17035720.0,20000000.0,20000000.0,Native-born,North America (US),US,Female,Caucasian,4650382.0,1,1995,12,22,13,5,17
Houseguest,Randall M. Miller,Joe Roth,Walt Disney,Jerzy Zielinski,Sinbad,Phil Hartman,Kim Greist,Chauncey Leopardi,Talia Seider,Comedy,1995,,26313748.0,29000000.0,,,,,,,,0,1995,7,21,6,18,2
I Don't Hate Las Vegas Anymore,Caveh Zahedi,Henry S Rosenthal,World Artists Inc.,Greg Watkins,,,,,,Comedy,1995,,,,,Native-born,North America (US),US,,,,0,1994,11,12,12,11,30
In the Mouth of Madness,John Carpenter,Sandra King Carpenter,New Line Cinema,Gary B. Kibbe,,,,,,Horror,1995,,8913314.0,28000000.0,,,,,,,1254.0,0,1995,0,17,18,8,13
Insomnia,Carol Stein,Andrew Fierberg,,Jonathan Herron,Jodie Markell,Dan Reichert,Nancy Hower,Paul Kneubuhl,Laura Weekes,Comedy,1995,,,,,,,,,,,0,2002,20,2,11,18,2
Insomnia,Christopher Nolan,Paul Junger Witt,Warner Bros.,Wally Pfister,Al Pacino,Martin Donovan,Robin Williams,Hilary Swank,Maura Tierney,Crime,2002,2.0,67263182.0,43000000.0,46000000.0,Foreign-born,Europe,United Kingdom,Male,Caucasian,46359317.0,1,2002,20,2,11,18,2
It Takes Two,Andy Tennant,Jim Cruickshank,Warner Bros.,Kenneth D Zunder),Kirstie Alley,Steve Guttenberg,Mary-Kate Olsen,Ashley Olsen,Philip Bosco,Comedy,1995,,,18000000.0,,Native-born,North America (US),US,Male,Caucasian,,0,1995,10,3,7,18,2
Jack Frost,Michael G. Cooney,Jeremy Paige,,Dean Lent,Scott MacDonald,Christopher Allport,Stephen Mendel,F William Parker,Zack Eginton,Comedy,1996,,,,,,,,,,,0,1998,4,11,6,5,18
Jack Frost,Troy Miller,Mark Canton,Warner Bros.,Laszlo Kovacs,Michael Keaton,Kelly Preston,Mark Addy,Joseph Cross,Andrew Lawrence,Comedy,1998,,34545030.0,60500000.0,50000000.0,Native-born,North America (US),US,Male,,,1,1998,4,11,6,5,18
Jade,William Friedkin,Robert Evans,Paramount Pictures,Andrzej Bartkowiak,David Caruso,Linda Fiorentino,Chazz Palminteri,Richard Crenna,Michael Biehn,Thriller,1995,,9155518.0,50000000.0,50000000.0,Native-born,North America (US),US,Male,Caucasian,,1,1995,16,10,6,18,26
Jefferson in Paris,James Ivory,Ismail Merchant,Walt Disney,Pierre Lhomme,,,,,,Biopic,1995,,2472560.0,14000000.0,14000000.0,Native-born,North America (US),US,,,,0,1995,7,21,20,18,2
Jeffrey,Christopher Ashley,Victoria Maxwell,Orion Classics,Jeff Tufano,Steven Weber,Michael T. Weiss,Irma St. Paule,Patrick Stewart,Robert Klein,Adaptation,1995,,3304725.0,3300000.0,,Native-born,North America (US),US,Male,,,1,1995,21,5,16,3,2
Johnny Mnemonic,Robert Longo,Don Carmody,Sony Pictures,Francois Protat,Keanu Reeves,Dina Meyer,Ice-T,Takeshi Kitano,Denis Akiyama,Action,1995,,16748164.0,50000000.0,,Native-born,North America (US),US,,,,1,1995,6,20,21,20,2
Judge Dredd,Danny Cannon,Beau Marks,Walt Disney,Adrian Biddle,Sylvester Stallone,Armand Assante,Rob Schneider,Jurgen Prochnow,Max von Sydow,Action,1995,,34687912.0,80000000.0,85000000.0,,,,,,78800000.0,1,1995,5,6,8,5,2
Jumanji,Joe Johnston,Scott Kroopf,Sony Pictures,Thomas Ackerman,Robin Williams,Jonathan Hyde,Kirsten Dunst,Bradley Pierce,Bonnie Hunt,Adventure,1995,,100273393.0,65000000.0,65000000.0,Native-born,North America (US),US,Male,Caucasian,162300000.0,1,1995,8,3,6,18,2
Jury Duty,John Fortenberry,Yoram Ben-Ami,Sony Pictures,Avi Karpick,,,,,,Comedy,1995,,14801064.0,21500000.0,,,,,,,,0,1995,5,6,6,18,2
Just Cause,Arne Glimcher,Lee Rich,Warner Bros.,Lajos Koltai,Sean Connery,Laurence Fishburne,Kate Capshaw,Blair Underwood,Christopher Murray,Adaptation,1995,,35687627.0,35000000.0,,Native-born,North America (US),US,,,,1,1995,5,6,19,18,20
Kids,Larry Clark,Cary Woods,Alliance Films,Eric Alan Edwards,Leo Fitzpatrick,Justin Pierce,Chloë Sevigny,Sarah Henderson,Rosario Dawson,Drama,1995,,5433575.0,1800000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1995,18,10,20,18,2
Kiss of Death,Barbet Schroeder,Susan Hoffman,20th Century Fox,Luciano Tovoli,David Caruso,Samuel L. Jackson,Nicolas Cage,Helen Hunt,Kathryn Erbe,Crime,1995,,14662444.0,21000000.0,40000000.0,Foreign-born,Asia,Iran,Male,Caucasian,,1,1995,22,19,5,18,2
Kounterfeit,John Mallory Asher,Randall James,,Karl Herrmann,Corbin Bernsen,Bruce Payne,Hilary Swank,Michael Gross,Andrew Hawkes,Action,1996,,,,,Native-born,North America (US),US,Male,Caucasian,,1,1996,13,18,6,11,2
Last of the Dogmen,Tab Murphy,Joel B. Michaels,Savoy,Karl Walter Lindenlaub,Tom Berenger,Barbara Hershey,Kurtwood Smith,Andrew Miller,Steve Reevis,Action,1995,,6499920.0,25000000.0,,,,,,,,0,1995,19,13,5,12,18
Leaving Las Vegas,Mike Figgis,Lila Cazes,MGM,Declan Quinn,Nicolas Cage,Elisabeth Shue,Julian Sands,Richard Lewis,Steven Weber,Adaptation,1995,,29890321.0,5000000.0,4000000.0,Foreign-born,Africa,Kenya,Male,Caucasian,17816223.0,1,1995,10,17,20,17,2
Life 101,Redge Mahaffey,Redge Mahaffey,,Howard Wexler,Corey Haim,Ami Dolenz,Keith Coogan,Louis Mandylor,Kyle Cody,Romantic Comedy,1995,,,,,,,,,,,0,1995,8,8,21,17,26
Little Odessa,James Gray,Paul Webster,Fine Line,Tom Richmond,Tim Roth,Edward Furlong,Moira Kelly,Vanessa Redgrave,Maximilian Schell,Crime,1995,,989919.0,6400000.0,,Native-born,North America (US),US,Male,,,1,1994,3,14,20,6,45
Living in Oblivion,Tom DiCillo,Michael Griffiths,Sony Pictures,Frank Prinzi,Steve Buscemi,Catherine Keener,Dermot Mulroney,Danielle von Zerneck,James LeGros,Comedy,1995,,47965.0,500000.0,,Native-born,North America (US),US,,,,1,1995,15,3,21,18,2
Lord of Illusions,Clive Barker,JoAnne Sellar,MGM,Rohn Schmidt),Scott Bakula,Famke Janssen,Trevor Edmond,Daniel von Bargen,Kevin O'Connor,Adaptation,1995,,12360537.0,11900000.0,,,,,,,,1,1995,2,13,6,18,2
Losing Isaiah,Stephen Gyllenhaal,Hawk Koch,Paramount Pictures,Andrzej Bartkowiak,Jessica Lange,Halle Berry,David Strathairn,Cuba Gooding Jr.,Daisy Eagan,Adaptation,1995,,3720913.0,23000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1995,15,9,6,0,2
Mad Love,Antonia Bird,David Manson,Walt Disney,,Chris O'Donnell,Drew Barrymore,Matthew Lillard,Richard Chaim,Robert Nadir,Adventure,1995,,15450948.0,18000000.0,,,,,,,,1,1995,1,15,6,18,19
Major Payne,Nick Castle,Eric L. Gold,Universal,Richard Bowen,Damon Wayans,Rodney P Barnes,Ross Bickell,"Scott ""Bam Bam"" Bigelow",Joda Blaire-Hershman,Comedy,1995,,29386820.0,30000000.0,,,,,,,,0,1995,1,15,20,18,2
Mallrats,Kevin Smith,Jim Jacks,Gramercy,David Klein,Shannen Doherty,Jeremy London,Jason Lee,Claire Forlani,Ben Affleck,Comedy,1995,,1817423.0,18000000.0,6100000.0,Native-born,North America (US),US,Male,Caucasian,,1,1995,10,0,15,8,37
Man of the House,James Orr,Bonnie Bruckheimer,Walt Disney,James M Anderson,Chevy Chase,Farrah Fawcett,Jonathan Taylor Thomas,George Wendt,David Shiner,Comedy,1995,,,28500000.0,,Foreign-born,,,,,,0,1995,4,11,6,18,18
Man of the House,James Orr,Bonnie Bruckheimer,Walt Disney,James M Anderson,Chevy Chase,Farrah Fawcett,Jonathan Taylor Thomas,George Wendt,David Shiner,Comedy,1995,,,28500000.0,,Foreign-born,,,,,,0,2005,16,4,2,19,2
Man of the House,Stephen Herek,Steven Reuther,Sony Pictures,Peter Menzies Jr.,Tommy Lee Jones,Vanessa Ferlito,Paula Garcés,Kelli Garner,Monica Keena,Comedy,2005,1.0,19118247.0,40000000.0,50000000.0,Native-born,North America (US),US,Male,Caucasian,2400000.0,1,1995,4,11,6,18,18
Man of the House,Stephen Herek,Steven Reuther,Sony Pictures,Peter Menzies Jr.,Tommy Lee Jones,Vanessa Ferlito,Paula Garcés,Kelli Garner,Monica Keena,Comedy,2005,1.0,19118247.0,40000000.0,50000000.0,Native-born,North America (US),US,Male,Caucasian,2400000.0,1,2005,16,4,2,19,2
Men of War,Perry Lang,Arthur Goldblatt,Dimension Films,Ron Schmidt,Kevin Tighe,Dolph Lundgren,Charlotte Lewis,B.D. Wong,Don Harvey),Action,1995,,,15000000.0,,Native-born,North America (US),US,Male,Caucasian,,0,1994,9,7,6,22,2
Miami Rhapsody,David Frankel,Barry Jossen,Walt Disney,Jack D Wallner,Sarah Jessica Parker,Gil Bellows,Antonio Banderas,Mia Farrow,Paul Mazursky,Comedy,1995,,5218134.0,6000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1995,12,3,11,18,2
Mighty Aphrodite,Woody Allen,Robert Greenhut,Miramax,Carlo Di Palma,F. Murray Abraham,Woody Allen,Claire Bloom,Helena Bonham Carter,Olympia Dukakis,Comedy,1995,,4814453.0,12000000.0,,Native-born,North America (US),US,Male,Caucasian,19598703.0,1,1995,10,17,20,4,32
Money Train,Joseph Ruben,Jon Peters,Sony Pictures,John Lindley,Wesley Snipes,Woody Harrelson,Jennifer Lopez,Robert Blake,Chris Cooper,Action,1995,,35115724.0,48000000.0,68000000.0,Native-born,North America (US),US,Male,Caucasian,41900000.0,1,1995,13,18,6,5,2
Mortal Kombat,Paul W.S. Anderson,Lawrence Kasanoff,New Line Cinema,John R. Leonetti,Robin Shou,Linden Ashby,Bridgette Wilson-Sampras,Cary-Hiroyuki Tagawa,Talisa Soto,Action,1995,,70452525.0,53000000.0,20000000.0,Foreign-born,Europe,United Kingdom,Male,Caucasian,51700000.0,0,1995,17,1,5,6,2
Mr. Holland's Opus,Stephen Herek,Ted Field,Walt Disney,Oliver Wood,Richard Dreyfuss,Glenne Headly,Jay Thomas,Olympia Dukakis,William H. Macy,Drama,1995,,82564043.0,23000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1995,1,15,13,18,2
Murder in the First,Marc Rocco,Mark M. Wolper,Warner Bros.,Fred Murphy,Christian Slater,Kevin Bacon,Gary Oldman,Embeth Davidtz,William H. Macy,Drama,1995,,16097256.0,22000000.0,,Native-born,North America (US),US,,,,1,1995,5,6,20,18,41
National Lampoon's Senior Trip,Kelly Makin,Wendy Grean,New Line Cinema,Francis Protat,Matt Frewer,Valerie Mahaffey,Lawrence Dane,Tommy Chong,Jeremy Renner,Comedy,1995,,4671358.0,12500000.0,,Foreign-born,North America (Canada),Canadian,,,,1,1995,1,15,17,18,12
Never Talk to Strangers,Sir Peter Hall,Peter Hoffman,Sony Pictures,Elemer Ragalyi,Rebecca De Mornay,Antonio Banderas,Dennis Miller,Len Cariou,Harry Dean Stanton,Thriller,1995,,6680626.0,13400000.0,,,,,,,,1,1995,4,11,15,18,9
Nick of Time,John Badham,John Badham,Paramount Pictures,Roy Wagner,Johnny Depp,Courtney Chase,Charles S. Dutton,Christopher Walken,Roma Maffia,Action,1995,,7790129.0,25000000.0,,,,,,,,1,1995,16,21,20,22,2
Night of the Demons 3,Jim Kaufman,Claudio Castravelli,Republic,Walter Bal,Amelia Kinkade,Kris Holden-Ried,Gregory Calpakis,Patricia Rodriguez,Stephanie Bauder,Horror,1996,,,,,,,,,,,0,1997,20,2,17,18,2
Nine Months,Chris Columbus,Anne Francois,20th Century Fox,Donald M McAlpine,Hugh Grant,Julianne Moore,Tom Arnold,Joan Cusack,Jeff Goldblum,Comedy,1995,,67876220.0,24300000.0,,Native-born,North America (US),US,Male,Caucasian,68825698.0,1,1995,10,3,13,15,5
Nixon,Oliver Stone,Clayton Townsend,Walt Disney,Robert Richardson,Anthony Hopkins,Joan Allen,Powers Boothe,Ed Harris,Bob Hoskins,Biopic,1995,,13678600.0,43000000.0,45000000.0,Native-born,North America (US),US,Male,Caucasian,21000000.0,1,1995,11,3,13,18,2
Now and Then,Lesli Linka Glatter,Suzanne Todd,New Line Cinema,Ueli Steiger,Christina Ricci,Thora Birch,Gaby Hoffmann,Ashleigh Aston Moore,Demi Moore,Drama,1995,,27109131.0,26500000.0,,Native-born,North America (US),US,,,,1,1995,15,9,20,18,2
Omega Doom,Albert Pyun,Gary Schmoeller,,George Mooradian,Rutger Hauer,Shannon Whirry,Tina Cote,,,Action,1996,,,,,,,,,,,1,1997,19,21,16,13,10
One Night Stand,Talia Shire,Francis Ford Coppola,New Horizons Picture Corp.,Arthur Albert,Ally Sheedy,A Martinez,Frederic Forrest,Diane Salinger,Don Novello,Thriller,1995,,,,,,,,,,,0,1997,10,17,8,9,4
One Night Stand,Mike Figgis,Mike Figgis,New Line Cinema,Declan Quinn,Wesley Snipes,Nastassja Kinski,Kyle MacLachlan,Ming-Na Wen,Robert Downey Jr.,Drama,1997,,2642718.0,3125000.0,,Foreign-born,Africa,Kenya,Male,Caucasian,,1,1997,10,17,8,9,4
Operation Dumbo Drop,Simon Wincer,Diane Nabatoff,Walt Disney,Russell Boyd,Danny Glover,Ray Liotta,Denis Leary,Doug E Doug,Corin Nemec,Action,1995,,24670346.0,28500000.0,,Foreign-born,,Australian ,,,,1,1995,2,13,6,0,2
Outbreak,Wolfgang Petersen,Arnold Kopelson,Warner Bros.,Michael Ballhaus,Dustin Hoffman,Rene Russo,Morgan Freeman,Cuba Gooding Jr.,Kevin Spacey,Action,1995,,65875604.0,50000000.0,50000000.0,Foreign-born,Europe,Germany,Male,Caucasian,122200000.0,1,1995,19,13,10,7,18
Panther,Mario Van Peebles,Preston L. Holmes,Gramercy Pictures,Edward J Pei,Kadeem Hardison,Bokeem Woodbine,Joe Don Baker,Courtney B. Vance,Tyrin Turner,Adaptation,1995,,6322906.0,9000000.0,,Foreign-born,Latin America,Mexico,Male,Black or African American,,0,1995,11,12,5,18,2
Persuasion,Roger Michell,Fiona Finlay,Sony Pictures,John Daly,,,,,,Adaptation,1995,,3665472.0,3400000.0,,Foreign-born,Africa,South Africa,Male,Caucasian,,0,1995,12,22,6,18,2
Pet Shop,Hope Perello,,,Karen Grossman,Leigh Ann Orsi,Spencer Vrooman,Joanne Baron,David Wagner,Jane Morris,Comedy,1995,,,,,,,,,,,0,1994,7,21,22,18,31
Picture Bride,Kayo Hatta,Diane Mei Lin Mark,Miramax,Claudio Rocha,Youki Kudoh,Akira Takayama,Tamlyn Tomita,Cary-Hiroyuki Tagawa,Toshiro Mifune,Drama,1995,,531094.0,1000000.0,,,,,,,,0,1995,0,17,20,18,2
Pinocchio's Revenge,Kevin Tenney,Jeff Geoffray,Vidmark Entertainment,,Rosalind Allen,Vincent Gotto,,,,Horror,1996,,,,,Native-born,North America (US),US,,,,0,1996,16,10,6,12,2
Pocahontas,Mike Gabriel,James Pentecost,Walt Disney,,,,,,,Animated,1995,,141579773.0,55000000.0,55000000.0,Native-born,North America (US),US,,,205520227.0,0,1995,17,1,1,5,2
Powder,Victor Salva,Roger Birnbaum,Walt Disney,Jerzy Zielinski,Mary Steenburgen,Sean Patrick Flanery,Lance Henriksen,Jeff Goldblum,Brandon Smith,Drama,1995,,30861037.0,25000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1995,0,16,11,18,2
Public Access,Bryan Singer,Kenneth Kokin,Panorama Entertainment,Bruce Douglas Johnson,Ron Marquette,Dina Brooks,Bert Williams,Larry Maxwell,Charles Kavanaugh,Drama,1995,,,,,Native-born,North America (US),US,Male,Caucasian,,0,1993,3,14,18,22,1
Reckless,Norman Rene,Amy Kaufman,MGM,Fred Elmes,Mia Farrow,Scott Glenn,Mary-Louise Parker,Tony Goldwyn,Eileen Brennan,Adaptation,1995,,103351.0,4600000.0,,,,,,,,1,1995,7,21,20,12,19
Roommates,Peter Yates,Ted Field,Walt Disney,Mike Southon,Peter Falk,D.B. Sweeney,Julianne Moore,Ellen Burstyn,Jan Rubes,Comedy,1995,,12093556.0,25800000.0,,Foreign-born,,,,,,1,1995,3,14,8,18,33
Roosters,Robert M Young,Susan Block-Reiner,IRS Releasing,Reynaldo Villalobos,Edward James Olmos,Sónia Braga,Maria Conchita Alonso,Danny Nucci,Sarah Lassez,Adaptation,1995,,2489.0,1850000.0,,Native-born,North America (US),US,,,,1,1993,12,22,10,6,14
